BOF;REPOSITORY;1.0
TABLE;calculations
COMMENT;ID;NAME;CIE_SYNTAX;DEPRECATED
T;1044;PRICE_DIRTY * AMOUNT_LOC / 1000000;passthrough:(PRICE_DIRTY * AMOUNT_LOC) / 1000000:int;0
T;1045;PRICE_DIRTY * AMOUNT_UNADJ;passthrough:PRICE_DIRTY * AMOUNT_UNADJ:int;0
T;1046;PRICE_DIRTY * AMOUNT_UNADJ_LOC;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_LOC:int;0
T;1047;PRICE_DIRTY * AMOUNT_UNADJ_SGD;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_SGD:int;0
T;1048;PRICE_DIRTY * AMOUNT_USD;passthrough:PRICE_DIRTY * AMOUNT_USD:int;0
T;1049;PRICE_DIRTY _EU-ACCRUED;;1
T;1050;PRICE_DIRTY _FE-ACCRUED;;1
T;1051;PRICE_DIRTY _US-ACCRUED;;1
T;1052;PRICE_DIRTY + ACCRUED;passthrough:PRICE_DIRTY + ACCRUED:int;0
T;1053;PRICE_DIRTY*AMOUNT(CONS);passthrough:PRICE_DIRTY / fetchExternalValue(<CONS_UNIV>,<CONSTITUENTS_ID>,'AMOUNT',DATE):int;0
T;1054;PRICE_DIRTY*AMOUNT£pv£ If first business day of the month, PRICE_DIRTY(-1D)*AMOUNT;;0
T;1055;PRICE_DIRTY*AMOUNT_CAD;passthrough:PRICE_DIRTY * AMOUNT_CAD:int;0
T;1056;PRICE_DIRTY*AMOUNT_CNH;passthrough:PRICE_DIRTY * AMOUNT_CNH:int;0
T;1057;PRICE_DIRTY*AMOUNT_CNH£pv£ If first business day of the month, PRICE_DIRTY(-1D)*AMOUNT;;0
T;1058;PRICE_DIRTY*AMOUNT_CNY;passthrough:PRICE_DIRTY * AMOUNT_CNY:int;0
T;1059;PRICE_DIRTY*AMOUNT_EUR;passthrough:fetchExternalValue('CONS_PF',<ID_FIELD>,'PRICE_DIRTY',DATE) * AMOUNT_EUR:int;0
T;1060;PRICE_DIRTY*AMOUNT_EUR£pv£ Divide by 1,000,000;passthrough:(PRICE_DIRTY * AMOUNT_EUR) / 1000000:int;0
T;1061;PRICE_DIRTY*AMOUNT_GBP;passthrough:PRICE_DIRTY * AMOUNT_GBP:int;0
T;1062;PRICE_DIRTY*AMOUNT_LOC;passthrough:PRICE_DIRTY * AMOUNT_LOC:int;0
T;1063;PRICE_DIRTY*AMOUNT_LOC*XRATE_LOC_TO_EUR;passthrough:PRICE_DIRTY * AMOUNT_LOC * XRATE_LOC_TO_EUR:int;0
T;1064;PRICE_DIRTY*AMOUNT_LOC*XRATE_LOC_TO_USD;passthrough:PRICE_DIRTY * AMOUNT_LOC * XRATE_LOC_TO_USD:int;0
T;1065;PRICE_DIRTY*AMOUNT_PHP;passthrough:PRICE_DIRTY * AMOUNT_PHP:int;0
T;1066;PRICE_DIRTY*AMOUNT_SGD;passthrough:PRICE_DIRTY * AMOUNT_SGD:int;0
T;1067;PRICE_DIRTY*AMOUNT_UNADJ_CNH;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_CNH:int;0
T;1068;PRICE_DIRTY*AMOUNT_UNADJ_CNY;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_CNY:int;0
T;1069;PRICE_DIRTY*AMOUNT_UNADJ_EUR;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_EUR:int;0
T;1070;PRICE_DIRTY*AMOUNT_UNADJ_PHP;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_PHP:int;0
T;1071;PRICE_DIRTY*AMOUNT_UNADJ_USD;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_USD:int;0
T;1072;PRICE_DIRTY*AMOUNT_USD;passthrough:PRICE_DIRTY * AMOUNT_USD:int;0
T;1073;PRICE_DIRTY_AMOUNT_UNADJ_SGD;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_SGD:int;0
T;1074;PRICE_DIRTY_REAL_EU-ACCRUED_REAL;;0
T;1075;PRICE_DIRTY_REAL_FE-ACCRUED_REAL;;0
T;1076;PRICE_DIRTY_REAL_US-ACCRUED_REAL;;0
T;1077;PRICE_DIRTY_REAL-ACCRUED_REAL;passthrough:PRICE_DIRTY_REAL - ACCRUED_REAL:int;0
T;1078;PRICE_DIRTY_UNADJ/PRICE_SCALAR;passthrough:PRICE_DIRTY_UNADJ / PRICE_SCALAR:int;0
T;1079;PRICE_DIRTY-PRICE_BID;passthrough:PRICE_DIRTY - PRICE_BID:int;0
T;1080;PRICE_EUR (CONS)*SHARES_CPI;passthrough:fetchExternalValue('CONS',<ID_FIELD>,'PRICE_EUR',DATE) * SHARES_CPI:int;0
T;1081;PRICE_EUR * SHARES;passthrough:PRICE_EUR * SHARES:int;0
T;1082;PRICE_EUR * SHARES_UNADJ;passthrough:PRICE_EUR * SHARES_UNADJ:int;0
T;1083;PRICE_EUR / PRICE_LOC;passthrough:PRICE_EUR / PRICE_LOC:int;0
T;1084;PRICE_EUR*SHARES;passthrough:PRICE_EUR * SHARES:int;0
T;1085;PRICE_GBP;passthrough:PRICE_GBP:int;0
T;1086;PRICE_GBP*SHARES;passthrough:PRICE_GBP * SHARES:int;0
T;1087;PRICE_GBP*SHARES_UNADJ;passthrough:PRICE_GBP * SHARES_UNADJ:int;0
T;1088;PRICE_HIGH_LOC*XRATE_LOC_TO_EUR;passthrough:PRICE_HIGH_LOC * XRATE_LOC_TO_EUR:int;0
T;1089;PRICE_HIGH_LOC*XRATE_LOC_TO_GBP;passthrough:PRICE_HIGH_LOC * XRATE_LOC_TO_GBP:int;0
T;1090;PRICE_HIGH_LOC*XRATE_LOC_TO_USD;passthrough:PRICE_HIGH_LOC * XRATE_LOC_TO_USD:int;0
T;1091;PRICE_JPY*SHARES_UNADJ;passthrough:PRICE_JPY * SHARES_UNADJ:int;0
T;1092;PRICE_LOC * SHARES;passthrough:PRICE_LOC * SHARES:int;0
T;1093;PRICE_LOC * SHARES£pv£ Divide by 1,000,000;passthrough:(PRICE_LOC * SHARES) / 1000000:int;0
T;1094;PRICE_LOC * SHARES_CPI;passthrough:PRICE_LOC * SHARES_CPI:int;0
T;1095;PRICE_LOC * SHARES_UNADJ;passthrough:PRICE_LOC * SHARES_UNADJ:int;0
T;1096;PRICE_LOC * SHARES_UNADJ * FFLOAT * OFACTOR;passthrough:PRICE_LOC * SHARES_UNADJ * FFLOAT * OFACTOR:int;0
T;1097;PRICE_LOC * XRATE_LOC_TO_EUR;passthrough:PRICE_LOC * XRATE_LOC_TO_EUR:int;0
T;1098;PRICE_LOC * XRATE_LOC_TO_USD;passthrough:PRICE_LOC * XRATE_LOC_TO_USD:int;0
T;1099;PRICE_LOC(CONS)*XRATE_LOC_TO_EUR(CONS);passthrough:PRICE_LOC * XRATE_LOC_TO_EUR:int;0
T;1100;PRICE_LOC(CONS)*XRATE_LOC_TO_USD(CONS);passthrough:PRICE_LOC * XRATE_LOC_TO_USD:int;0
T;1101;PRICE_LOC(CONS_M)*SHARES;passthrough:fetchExternalValue(<CONS_M_UNIV>,<ID_FIELD>,'PRICE_LOC',DATE) * SHARES:int;0
T;1102;PRICE_LOC(CONS_ND)*SHARES;passthrough:PRICE_LOC * SHARES:int;0
T;1103;PRICE_LOC*SHARES*UNADJ;passthrough:PRICE_LOC * SHARES_UNADJ:int;0
T;1104;PRICE_LOC*SHARES_UNADJ£pv£ Divide by 1,000,000;passthrough:(PRICE_LOC * SHARES_UNADJ) / 1000000:int;0
T;1105;PRICE_LOC*SPECIAL_DIV_FACTOR;passthrough:PRICE_LOC * SPECIAL_DIV_FACTOR:int;0
T;1106;PRICE_LOC*SPIN_FACTOR_LOC;passthrough:PRICE_LOC * SPIN_FACTOR_LOC:int;0
T;1107;PRICE_LOC*WMR_EXCHANGE_RATE(CURRENCY_ISO,SGD,current date);passthrough:PRICE_LOC * FetchFromFqlCodeDbl(append('WMR_EXCHANGE_RATE(',CURRENCY_ISO,',USD,',DATE,')£pv£')):int;0
T;1108;PRICE_LOC*XRATE_LOC_TO_AUD;passthrough:PRICE_LOC * XRATE_LOC_TO_AUD:int;0
T;1109;PRICE_LOC*XRATE_LOC_TO_CHF;passthrough:PRICE_LOC * XRATE_LOC_TO_CHF:int;0
T;1110;PRICE_LOC*XRATE_LOC_TO_EUR;passthrough:PRICE_LOC * XRATE_LOC_TO_EUR:int;0
T;1111;PRICE_LOC*XRATE_LOC_TO_GBP;passthrough:PRICE_LOC * XRATE_LOC_TO_GBP:int;0
T;1112;PRICE_LOC*XRATE_LOC_TO_JPY;passthrough:PRICE_LOC * XRATE_LOC_TO_JPY:int;0
T;1113;PRICE_LOC*XRATE_LOC_TO_USD£pv£ for daily EOM history, MCAP/SHARES;;1
T;1114;PRICE_LOC*XRATE_LOC_TO_USD£pv£ for monthly history, MCAP/SHARES;;1
T;1115;PRICE_LOC*XRATE_LOC_TO_ZAR;passthrough:PRICE_LOC * XRATE_LOC_TO_ZAR:int;0
T;1116;PRICE_LOC*XRATE_USD_TO_JPY;passthrough:PRICE_LOC * XRATE_USD_TO_JPY:int;0
T;1117;PRICE_LOC/XRATE_LOC_TO_USD;passthrough:PRICE_LOC / XRATE_LOC_TO_USD:int;0
T;1118;PRICE_LOC_XRATE_LOC_TO_USD;;1
T;1119;PRICE_LOW_LOC*XRATE_LOC_TO_EUR;passthrough:PRICE_LOW_LOC * XRATE_LOC_TO_EUR:int;0
T;1120;PRICE_LOW_LOC*XRATE_LOC_TO_GBP;passthrough:PRICE_LOW_LOC * XRATE_LOC_TO_GBP:int;0
T;1121;PRICE_LOW_LOC*XRATE_LOC_TO_USD;passthrough:PRICE_LOW_LOC * XRATE_LOC_TO_USD:int;0
T;1122;PRICE_ND(t)/PRICE(t);passthrough:fetchExternalValue(<UNIV>,<ID_FIELD>,'PRICE',DATE) / PRICE:int;0
T;1123;PRICE_PREV_LOC * SHARES;passthrough:PRICE_PREV_LOC * SHARES:int;0
T;1124;PRICE_PREV_LOC(CONS_M)*SHARES;passthrough:fetchExternalValue('CONS_M',<ID_FIELD>,'PRICE_PREV_LOC',DATE) * SHARES:int;0
T;1125;PRICE_PREV+ACCRUED_PREV;passthrough:PRICE_PREV + ACCRUED_PREV:int;0
T;1126;PRICE_REAL+ACCRUED_REAL;passthrough:PRICE_REAL + ACCRUED_REAL:int;0
T;1127;PRICE_SGD*SHARES_UNADJ;passthrough:PRICE_SGD * SHARES_UNADJ:int;0
T;1128;PRICE_TRI_LOC*XRATE_LOC_TO_USD;passthrough:PRICE_TRI_LOC * XRATE_LOC_TO_USD:int;0
T;1129;PRICE_USD;passthrough:PRICE_USD:int;0
T;1130;PRICE_USD (CONS)*SHARES_CPI;passthrough:fetchExternalValue('CONS',<ID_FIELD>,'PRICE_USD',DATE) * SHARES_CPI:int;0
T;1131;PRICE_USD * SHARES;passthrough:PRICE_USD * SHARES:int;0
T;1132;PRICE_USD * SHARES_UNADJ;passthrough:PRICE_USD * SHARES_UNADJ:int;0
T;1133;PRICE_USD * XRATE_USD_TO_CAD;passthrough:PRICE_USD * XRATE_USD_TO_CAD:int;0
T;1134;PRICE_USD*SHARED_UNADJ;passthrough:PRICE_USD * SHARED_UNADJ:int;0
T;1135;PRICE_USD*SPIN_FACTOR_LOC;passthrough:PRICE_USD * SPIN_FACTOR_LOC:int;0
T;1136;PRICE_USD*XRATE_LOC_TO_USD (CONS_ND);passthrough:PRICE_USD * fetchExternalValue('CONS_ND',<ID_FIELD>,'XRATE_LOC_TO_USD',DATE):int;0
T;1137;PRICE_USD*XRATE_USD_TO_EUR;passthrough:PRICE_USD * XRATE_USD_TO_EUR:int;0
T;1138;PRICE_USD*XRATE_USD_TO_SGD;passthrough:PRICE_USD * XRATE_USD_TO_SGD:int;0
T;1139;PRICE_USD/PRICE_LOC;passthrough:PRICE_USD / PRICE_LOC:int;0
T;1140;PRICE_USD/XRATE_LOC_TO_USD;passthrough:PRICE_USD / XRATE_LOC_TO_USD:int;0
T;1141;PRICE_ZAR/PRICE_LOC;passthrough:PRICE_ZAR / PRICE_LOC:int;0
T;1142;prior to 20160613, calculated from ^=proper_name;;1
T;1143;Prior to 20160718, calculate: PRICE_DIRTY-ACCRUED£pv£ From 20160718 onward, source from Index Price;;1
T;1144;PUBLIC_ID;;1
T;1145;Refer from Mappings Sheet;;1
T;1146;Refer to Cell B1 from VENDOR_FILE£pv£ Convert to YYYYMMDD;;1
T;1147;Refer to Cell B1£pv£ Convert to YYYYMMDD;;1
T;1148;Refer to Cell B1£pv£ From DD.MM.YYYY to YYYYMMDD;;1
T;1149;Refer to Cell B1£pv£ From DD-MM-YYYY to YYYYMMDD;;1
T;1150;Refer to Cell B2;;1
T;1151;Refer to Cell B2£pv£ Load if A2="Index Close";;1
T;1152;Refer to Cell B3;;1
T;1153;Refer to Cell B3£pv£ Load if A3="Index Divisor";;1
T;1154;Remove " Composite" from "GBI_RGNBROAD_ASIA_DIV Composite";passthrough:substituteRegex(<SELF>,'Composite',''):col;0
T;1155;Remove " Index";;1
T;1156;Remove "%";passthrough:substituteRegex(<SELF>,'%',''):col;0
T;1157;Remove "%" and divide by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> / 100:int;0
T;1158;Remove "%" and multiply by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> * 100:int;0
T;1159;Remove "%" then divide by 100;;1
T;1160;Remove "%", then multiply by 100;;1
T;1161;Remove "%"£pv£ if blank , (MCAP/SUM of MCAP)*100;logic:substituteRegex(<SELF>,'%',''):col|passthrough:(MCAP / sum(MCAP)) * 100:int;0
T;1162;Remove ",";passthrough:substituteRegex(<SELF>,',',''):col;0
T;1163;Remove ".";passthrough:substituteRegex(<SELF>,'\.',''):col;0
T;1164;Remove "." before the ID;passthrough:substituteRegex(<SELF>,'\.',''):col;0
T;1165;Remove "--BATCH--2" for History up to 20121218;;1
T;1166;Remove "D", Load only 13th-16th digits;;0
T;1167;Remove "D", Load only 5th-8th digits;;0
T;1168;Remove "D", Load only 9th-12th digits;;0
T;1169;Remove "D"£pv£ Load only the first 4 digits;;0
T;1170;Remove "D"£pv£ Load only the last 4 digits;;0
T;1171;Remove "D"£pv£ Remove first 4 and last 8 digits;;0
T;1172;Remove "D"£pv£ Remove first 8 and last 4 digits;;0
T;1173;Remove "due YY" from Instrument,+dd-Mmm-YYYY(MATURITY);;1
T;1174;Remove "Equity";passthrough:substituteRegex(<SELF>,'Equity',''):col;0
T;1175;Remove % then divide by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> / 100:int;0
T;1176;Remove '%' then divide by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> / 100:int;0
T;1177;Remove % then multiply to 100;;1
T;1178;Remove %, Multiply by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> * 100:int;0
T;1179;Remove '%'. Divide by 100. For 20161219-20170111, vendor file header is Dividend Yield;;1
T;1180;Remove '%'. Divide by 100. For 20161220-20170112, vendor file header is Dividend Yield;;1
T;1181;Remove '%'£pv£ Divide by 100.;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> / 100:int;0
T;1182;Remove '%'£pv£ For files starting from 20170117 onwards, divide WEIGHT by 1,000,000;;1
T;1183;Remove (");passthrough:substituteRegex(<SELF>,'\'',''):col;0
T;1184;Remove ();;1
T;1185;Remove check digit;passthrough:substituteRegex(<SELF>,'\w$',''):col;0
T;1186;Remove check digit£pv£ See Mappings;;1
T;1187;Remove 'D'£pv£ Load only 13th-16th digit;;1
T;1188;Remove 'D'£pv£ Load only 5th-8th digit;;1
T;1189;Remove 'D'£pv£ Load only 9th-12th digit;;1
T;1190;Remove extra quotes and commas;passthrough:substituteRegex(<SELF>,'(\'|\,)',''):col;0
T;1191;Remove extra quotes and commas£pv£ for duplicate identifiers, sum the values from both rows for this field and load the result.;;0
T;1192;Remove extra quotes and commas£pv£ for duplicate identifiers, sum the values from both rows for this field and load the result£pv£ FOR START OF MONTH: Expect BEGINM header;;0
T;1193;Remove last 2 digits£pv£ Pad "00";;1
T;1194;Remove last 3 digits£pv£ Pad "000";;1
T;1195;Remove last digit(check digit);;1
T;1196;replicate core behaviour;;1
T;1197;RETIRED;;1
T;1198;RO for "RANGE OVER" or "RU" for "RANGE UNDER" or "RR" for fixed range;passthrough:if(<SELF> == 'RANGEOVER','RO',if(<SELF> == 'RANGEUNDER','RU',if(<SELF> == 'fixedrange','RR',<SELF>))):col;0
T;1199;Row 1£pv£ Convert from DD/MM/YYYY to YYYYMMDD;;1
T;1200;Row 19£pv£ RETIRED;;1
T;1201;SAHRES_UANDJ*PRICE_JPY;;1
T;1202;Same with database date;;1
T;1203;SEDOLCHK-check digit;;1
T;1204;See INDEX_NAME (Mappings);;1
T;1205;See Mappings;;1
T;1206;See Mappings (INDEX_CURRENCY);;1
T;1207;See Mappings [CURRENCY_IDX];;1
T;1208;See Mappings, avail(SEDOL,CUSIP,ISIN,VENDOR_ID);;1
T;1209;See Mappings, Pad with 0s to 13 digits;;1
T;1210;See Mappings£pv£ "DEX"+Scotia ID;;1
T;1211;See Mappings£pv£ "DEXTR"+Scotia ID;;1
T;1212;See Mappings£pv£ append "T1";;1
T;1213;See Mappings£pv£ avail(SEDOL,CUSIP,ISIN,VENDOR_ID);;1
T;1214;See Mappings£pv£ change "Dow Jones" to "DJ";;1
T;1215;See Mappings£pv£ Changed "Dow Jones" to DJ;;1
T;1216;See Mappings£pv£ derive index IDs from filename "<INDEX ID>_Hedged_YYYYMMDD" and Pad with 0s to 13 digits;;1
T;1217;See Mappings£pv£ For SEDOL, if length < 7, Pad with 0s (7 length) then trim last digit£pv£ For CUSIP, if length < 9, Pad with 0s (9 length) then trim last digit;;1
T;1218;See Mappings£pv£ INDEX_CURRENCY;logic:map('INDEX_MAPPING','INDEX_ID',<ID_FIELD>,'CURRENCY'):int;0
T;1219;See Mappings£pv£ INDEX_ID;logic:map('INDEX_MAPPING','VENDOR_ID',VENDOR_ID,'INDEX_ID'):col;0
T;1220;See Mappings£pv£ INDEX_NAME;logic:map('INDEX_MAPPING','INDEX_ID',<ID_FIELD>,'NAME'):int;0
T;1221;See Mappings£pv£ Load only if VENDOR_ID="ASEANAS" and "ASEAN40";;1
T;1222;See Mappings£pv£ Pad with 0s to 12 digits and add "T" in the end;;1
T;1223;See Mappings£pv£ Remove "(PR)" or "(TR)" or "PR" or "TR";;1
T;1224;See Mappings£pv£ Source from "CHANGE TYPE" for 20141231-20150410;;1
T;1225;See Mappings£pv£ VENDOR_ID=ISIN;passthrough:ISIN:col;0
T;1226;set as "FRAW3XXX";;1
T;1227;set as "GPRGQMNCI";;1
T;1228;Set as "MXN";passthrough:'MXN':int;0
T;1229;Set to "161441";;1
T;1230;Set to "AUD";passthrough:'AUD':int;0
T;1231;Set to "BICS";passthrough:'BICS':int;0
T;1232;Set to "BWP";passthrough:'BWP':col;0
T;1233;Set to "CAD";passthrough:'CAD':int;0
T;1234;Set to "CHF";passthrough:'CHF':int;0
T;1235;Set to "Citigroup Custom 80/20 Emerging Markets Bond Index";;1
T;1236;Set to "CLIENT_EM_SOV50_LM50U_AUD";;1
T;1237;Set to "CLP";passthrough:'CLP':col;0
T;1238;Set to "CNH";passthrough:'CNH':col;0
T;1239;Set to "CNY";passthrough:'CNY':int;0
T;1240;Set to "CO_STATIC.AGGRB";passthrough:'CO_STATIC.AGGRB':col;0
T;1241;Set to "CZK";passthrough:'CZK':col;0
T;1242;Set to "DE000SLA7AY8";;1
T;1243;Set to "Denver Workplace Equality Index";;1
T;1244;Set to "DKK";passthrough:'DKK':col;0
T;1245;Set to "EUR";passthrough:'EUR':int;0
T;1246;Set to "EUR" for ITPRBENCH and "USD" for the other;;1
T;1247;set to "Euromoney 50% Global Mining and 50% Global Energy Index";;1
T;1248;SET TO "FTSE RAFI All World 3000 Index";;1
T;1249;Set to "GBP";passthrough:'GBP':int;0
T;1250;Set to "GICS";passthrough:'GICS':int;0
T;1251;set to "GLOBME";;1
T;1252;set to "GLOBMEXX";;1
T;1253;Set to "GPR7462X";;1
T;1254;Set to "HKD";passthrough:'HKD':int;0
T;1255;Set to "ICB";passthrough:'ICB':int;0
T;1256;Set to "INR";passthrough:'INR':int;0
T;1257;Set to "JOD";passthrough:'JOD':int;0
T;1258;Set to "JP Morgan Blend-50% EMBIGD+50% GBI-EM GD both hedge in GBP";;1
T;1259;Set to "JP Morgan CEMBI Broad Diversified Index";;1
T;1260;Set to "JP Morgan EMBIG Diversified Custom no CCC";;1
T;1261;Set to "JPM01628";;1
T;1262;Set to "JPY";passthrough:'JPY':int;0
T;1263;Set to "KRW";passthrough:'KRW':col;0
T;1264;Set to "LOC";passthrough:'LOC':int;0
T;1265;Set to "LU0916824781";;1
T;1266;Set to "MYR";passthrough:'MYR':int;0
T;1267;set to "NAD";passthrough:'NAD':int;0
T;1268;Set to "NOK";passthrough:'NOK':col;0
T;1269;Set to "NZD";passthrough:'NZD':int;0
T;1270;Set to "PHP";passthrough:'PHP':int;0
T;1271;Set to "Proper Case";;1
T;1272;Set to "RBICS";passthrough:'RBICS':int;0
T;1273;Set to "SEK";passthrough:'SEK':int;0
T;1274;Set to "SGD";passthrough:'SGD':int;0
T;1275;Set to "Stoxx Global Select Dividend 100";;1
T;1276;Set to "Thomson Reuters Convertible Bond Global Focus" if VENDOR_ID=1683£pv£ Set to "Thomson Reuters Global Focus Investment Grade" if VENDOR_ID=1596;;1
T;1277;Set to "TRBC";passthrough:'TRBC':int;0
T;1278;Set to "TWD";passthrough:'TWD':int;0
T;1279;Set to "USD";passthrough:'USD':int;0
T;1280;Set to "VTSCI";passthrough:'VTSCI':int;0
T;1281;Set to "WAGG0000";;1
T;1282;Set to "ZAR";passthrough:'ZAR':int;0
T;1283;Set to blank going forward;;1
T;1284;Set to Proper Case;passthrough:properCase(<SELF>):int;0
T;1285;Set to Proper Case (ISSUER)+COUPON_AMOUNT_REAL+"%"+dd-Mmm-YYYY(MATURITY);passthrough:buildFixedIncomeName(<ID_FIELD>,ISSUER,COUPON_AMOUNT_REAL,MATURITY):int;0
T;1286;Set to Proper Case (ISSUER)+COUPON_AMOUNT+""%""+dd-Mmm-YYYY(MATURITY);;1
T;1287;Set to Proper Case ISSUER+COUPON_AMOUNT+"%"+dd-Mmm-YYYY(MATURITY)";passthrough:buildFixedIncomeName(<ID_FIELD>,ISSUER,COUPON_AMOUNT,MATURITY):int;0
T;1288;Set to Proper Case£pv£ for daily EOM history, load col E;;1
T;1289;Set to Proper Case£pv£ for monthly history, load col E;;1
T;1290;Set to UPPERCASE;passthrough:upperCase(<SELF>):int;0
T;1291;Set to YYYYTMMDD;;1
T;1292;Set to"EUR";passthrough:'EUR':col;0
T;1293;set where Currency (vendor file header)="USD";;1
T;1294;set where CURRENCY_ISO="EUR";;1
T;1295;set where CURRENCY_ISO="GBP";;1
T;1296;set where CURRENCY_ISO="USD";;1
T;1297;set where CURRENCY_ISO="USD" and RET_TYPE="1"£pv£ set to "30837";;1
T;1298;set where CURRENCY_ISO="USD" and RET_TYPE="1"£pv£ set to "30837_RET";;1
T;1299;Set where IDENTIFIER="BBGCIBBUXALC";;1
T;1300;Set where IDENTIFIER="BBGCIBCOMXHM";;1
T;1301;Set where INDEX CODE="SPTD10";;1
T;1302;Set where INDEX CODE="SPTD15";;1
T;1303;Set where INDEX CODE="SPTD20";;1
T;1304;Set where INDEX CODE="SPTD25";;1
T;1305;Set where INDEX CODE="SPTD30";;1
T;1306;Set where INDEX CODE="SPTD35";;1
T;1307;Set where INDEX CODE="SPTD40";;1
T;1308;Set where INDEX CODE="SPTD45";;1
T;1309;Set where INDEX CODE="SPTD50";;1
T;1310;Set where INDEX CODE="SPTD55";;1
T;1311;Set where INDEX CODE="SPTD60";;1
T;1312;Set where INDEX CODE="SPTDR10";;1
T;1313;Set where INDEX CODE="SPTDR15";;1
T;1314;Set where INDEX CODE="SPTDR20";;1
T;1315;Set where INDEX CODE="SPTDR25";;1
T;1316;Set where INDEX CODE="SPTDR30";;1
T;1317;Set where INDEX CODE="SPTDR35";;1
T;1318;Set where INDEX CODE="SPTDR40";;1
T;1319;Set where INDEX CODE="SPTDR45";;1
T;1320;Set where INDEX CODE="SPTDR50";;1
T;1321;Set where INDEX CODE="SPTDR55";;1
T;1322;Set where INDEX CODE="SPTDR60";;1
T;1323;Set where INDEX CODE="SPTDRI";;1
T;1324;Set where INDEX CODE="SPTDRRI";;1
T;1325;Set where INDEX CODE="SPTGT55";;1
T;1326;Set where INDEX CODE="SPTGT60";;1
T;1327;Set where IX_Cr="AUD";;1
T;1328;Set where IX_Cr="CHF";;1
T;1329;Set where IX_Cr="EUR";;1
T;1330;Set where IX_Cr="GBP";;1
T;1331;Set where IX_Cr="JPY";;1
T;1332;Set where IX_Cr="USD";;1
T;1333;Set where Return Code="P";;1
T;1334;Set where Return Code="T";;1
T;1335;Set where Return_Code="P" and where IX_Cr="AUD";;1
T;1336;Set where Return_Code="P" and where IX_Cr="CHF";;1
T;1337;Set where Return_Code="P" and where IX_Cr="EUR";;1
T;1338;Set where Return_Code="P" and where IX_Cr="GBP";;1
T;1339;Set where Return_Code="P" and where IX_Cr="JPY";;1
T;1340;Set where Return_Code="P" and where IX_Cr="USD";;1
T;1341;Set where Return_Code="T" and where IX_Cr="AUD";;1
T;1342;Set where Return_Code="T" and where IX_Cr="CHF";;1
T;1343;Set where Return_Code="T" and where IX_Cr="EUR";;1
T;1344;Set where Return_Code="T" and where IX_Cr="GBP";;1
T;1345;Set where Return_Code="T" and where IX_Cr="JPY";;1
T;1346;Set where Return_Code="T" and where IX_Cr="USD";;1
T;1347;Set where TRI|PI=PI;;1
T;1348;Set where TRI|PI=TRI;;1
T;1349;Set 'Y'=1£pv£ Set 'N'=0;passthrough:substituteRegex(substituteRegex(<SELF>,'Y','1'),'N','0'):col;0
T;1350;SHARES;passthrough:SHARES:int;0
T;1351;SHARES / AFACTOR;passthrough:SHARES / AFACTOR:int;0
T;1352;SHARES / SHARES_UNADJ;passthrough:SHARES / SHARES_UNADJ:int;0
T;1353;SHARES*PRICE;passthrough:SHARES * PRICE:int;0
T;1354;SHARES*PRICE_EUR;;0
T;1355;SHARES*PRICE_LOC;passthrough:SHARES_UNADJ * PRICE_LOC:int;0
T;1356;SHARES*PRICE_LOC(CONS_ND);passthrough:SHARES * fetchExternalValue('CONS_ND',<CONSTITUENTS_ID>,'PRICE_LOC',DATE):int;0
T;1357;SHARES*PRICE_LOC(CONS_PF);passthrough:SHARES * fetchExternalValue('CONS_PF',<CONSTITUENTS_ID>,'PRICE_LOC',DATE):int;0
T;1358;SHARES*PRICE_PREV;passthrough:SHARES * PRICE_PREV:int;0
T;1359;SHARES/FFLOAT;passthrough:SHARES / FFLOAT:int;0
T;1360;SHARES_UNADJ (cons_nd)*AFACTOR;passthrough:fetchExternalValue(<CONS_UNIV>,<CONSTITUENTS_ID>,'SHARES_UNADJ',DATE) * AFACTOR:int;0
T;1361;SHARES_UNADJ * AFACTOR;passthrough:SHARES_UNADJ * AFACTOR:int;0
T;1362;SHARES_UNADJ * CFACTOR;passthrough:SHARES_UNADJ * CFACTOR:int;0
T;1363;SHARES_UNADJ * FFLOAT;passthrough:SHARES_UNADJ * FFLOAT:int;0
T;1364;SHARES_UNADJ * FFLOAT * CFACTOR;passthrough:SHARES_UNADJ * FFLOAT * CFACTOR:int;0
T;1365;SHARES_UNADJ(cons)*FFLOAT;passthrough:fetchExternalValue(<CONS_UNIV>,<CONSTITUENTS_ID>,'SHARES_UNADJ',DATE) * FFLOAT:int;0
